source_id,ra,dec,phot_g_mean_mag,bp_rp,phot_bp_mean_mag,phot_rp_mean_mag
821455861647126656,147.14879992678325,46.02059693079518,4.916553,0.7870078,5.2340274,4.4470196
1338124656236388736,255.87605825120733,35.41386453428341,4.917459,2.8453982,6.523198,3.6778
218170461600456576,55.59437438043597,33.9650048392213,4.9175944,-0.00476408,4.9068565,4.9116206
390019868412760832,10.866796821938363,47.02438183926442,4.9178357,0.22560167,5.0001383,4.7745366
1574181350222633600,186.8960909214038,55.71267049331245,4.918238,2.0435712,5.9486485,3.9050772
5236523877939131008,174.8728743386449,-65.39777970019077,4.918591,1.2066126,5.4320283,4.2254157
2492286341237939328,30.918738355298583,-4.103787550470484,4.9186435,1.9397364,5.880707,3.9409704
4040860954806699264,265.7129489219902,-36.945664339747125,4.918717,1.7806177,5.7832065,4.0025887
2321733980187923712,5.380160576637315,-28.981791292687635,4.9200583,1.1451263,5.409951,4.264825
1061520550394795392,174.01302726996136,69.3223903144074,4.92018,1.1528201,5.4173503,4.26453
6313390513946128256,224.1921861352665,-11.409656409200057,4.9204993,1.6479344,5.7256565,4.077722
2078403295235690112,294.157642802423,44.69446773318099,4.92144,1.1000004,5.3958507,4.2958503
4421455530273900032,229.82997775153595,1.763125183445368,4.921657,0.7175598,5.190968,4.473408
1104599656490260224,93.21282805567488,65.71828195791502,4.9220138,1.4687042,5.601854,4.1331496
1920113512486282240,352.8242014541877,39.23582502040358,4.9221826,1.2190638,5.4556527,4.236589
3265335443260522112,48.194346115429944,-1.1964050113001996,4.92225,0.722445,5.2107015,4.4882565
783136060354929024,165.06132998545385,45.52628265960704,4.9235415,1.6579347,5.715375,4.0574403
1808282768947879808,303.56949986779455,15.19786217788333,4.923669,0.09386206,4.9587493,4.864887
3101768554465447936,105.72822063907358,-4.239222040833818,4.9240804,-0.2624402,4.826459,5.088899
285884228793937280,80.09418103434714,62.653700804096495,4.9249687,1.918694,5.8842683,3.9655743
5069213731825915648,38.46118640813291,-28.232354503351555,4.925496,-0.060198784,4.9226966,4.9828954
3965092440205592064,168.96620318240107,13.30751852051737,4.925633,1.3822784,5.5614686,4.17919
2781872793183604096,12.244603356431734,16.93975243414144,4.9257455,0.68561316,5.196409,4.510796
4281199318773462016,284.06122727499337,4.202253679782467,4.9258733,0.30930853,5.0397058,4.730397
3507322593731193728,198.9963172374498,-19.943611174674064,4.9260554,1.1943636,5.44525,4.2508864
347218835681961344,25.14517211933611,40.57694555835977,4.9261684,-0.084569454,4.8905435,4.975113
1649549642491581312,246.99559580704525,68.76828974822335,4.9263086,-0.021779537,4.9190917,4.9408712
4423234230853333632,237.57324636439893,2.1962973662369305,4.9263935,1.1992869,5.450482,4.251195
545900827338842752,39.50804919468595,72.81832240227384,4.926409,1.0667753,5.3823476,4.3155723
4693488382160219008,36.94502009636126,-69.52383591607148,4.927935,3.8407667,7.365702,3.5249355
5250535985379773184,143.0604643685856,-62.788802787333395,4.9282794,5.4125986,8.862551,3.4499521
4617395855326726016,3.3323204357298737,-84.99389853109346,4.928329,2.1639073,6.0450163,3.881109
2332896806348766720,359.866190636322,-29.48518984072765,4.9284983,1.8805103,5.852818,3.9723077
5896989689407677056,213.31828128686928,-53.66571002628331,4.928925,1.7794728,5.7993317,4.019859
4437601373195539712,243.31444725428344,5.021075306680997,4.9289937,1.6538806,5.7164884,4.062608
874187752120273664,118.37406206416257,26.765645606429604,4.9294047,0.16826487,4.995564,4.827299
5245074230075552128,155.74202511890186,-66.90144452703021,4.929765,-0.15740633,4.8705826,5.027989
241279069280395904,50.36028874911554,43.32964658483435,4.930196,0.078772545,4.9631114,4.884339
355431809584909696,36.103986575830724,50.00638343724548,4.9302106,1.1297379,5.4189506,4.2892127
6546508900546867840,342.7590975414,-39.15686943556943,4.9302263,1.5809078,5.6766973,4.0957894
1005577879811265408,93.91913936403706,59.998868475493204,4.930371,1.4831643,5.617679,4.134515
3164211091113642368,115.46585898114219,13.480351509494598,4.9310064,2.192709,6.064085,3.871376
4008867605880031872,186.7470101787517,26.82566108948367,4.931158,0.15859509,4.987098,4.828503
606794938083988096,138.80752845764033,14.941458641928223,4.931283,1.478868,5.6165967,4.1377287
1057043579564448000,175.61766017588582,66.74507990702959,4.9314823,1.4066997,5.5745907,4.167891
2038567370506134528,291.0316390563028,29.62138547683061,4.931821,-0.151474,4.882118,5.033592
2089092884718210432,298.90718234400947,52.43881470292534,4.93292,0.18369341,5.032395,4.8487015
4866371879660471808,70.514746883652,-37.143384868775584,4.9331775,0.5346408,5.140035,4.6053944
475117464201957888,59.35608929998724,63.07229235302788,4.9333005,-0.062459946,4.9065804,4.9690404
181259753177437568,80.00383649956103,33.958038947874506,4.9333158,0.5281005,5.1268196,4.598719
3380630129471406848,105.60321559368671,24.21544450967391,4.9337354,1.0955396,5.4078565,4.312317
1536314925675920512,184.03155412569362,40.66003518191799,4.934459,1.9893639,5.9328465,3.9434826
3617798051756565760,203.24182490427663,-10.165171297158025,4.9350495,1.1438737,5.4383407,4.294467
3029560533494670592,116.48690700885747,-14.563778570641738,4.935122,0.47900248,5.1189847,4.639982
3775381844955505152,156.43385410891608,-7.059247472524369,4.935474,1.8649654,5.8525743,3.987609
1389871281210807040,232.945628117465,40.89928134705457,4.9359055,0.17828608,5.0132966,4.8350105
6774564036104416128,313.41769104876784,-39.81029489510696,4.9360247,1.449903,5.6030293,4.1531262
265322639799154560,88.71147329904011,55.707024302131444,4.936649,0.09634638,4.971357,4.8750105
6769951309952856960,291.37349144503054,-23.962507641743542,4.9367595,1.6158142,5.701816,4.086002
1279798789901591168,221.2462402427743,27.075085596493615,4.9374647,0.01872158,4.8203683,4.8016467
3236198793146848256,80.7083419203579,3.5444432897162,4.937566,-0.22169924,4.859275,5.080974
1046106599964334976,149.96511562646856,56.81168181700344,4.9377584,1.7034416,5.7526393,4.0491977
5258179584066743680,152.8975254337992,-58.82764968372626,4.9387364,2.618247,6.368917,3.75067
521376186122882304,29.000302139750204,68.68519414012788,4.938846,-0.08622265,4.906207,4.9924297
4720282071779657600,44.6993868223538,-64.0712652011524,4.93999,0.21333647,5.010491,4.7971544
5593584059914156800,118.06419139640802,-34.70437853685907,4.940166,0.598721,5.172527,4.573806
3214077512549609728,81.11972757747854,-2.397041237074237,4.940234,-0.2031188,4.675258,4.878377
5847136354745321600,207.94769257588962,-69.40126799251715,4.9404006,2.0919602,6.0055656,3.9136055
932769353689866752,118.6776000975415,47.564599416037275,4.941986,1.6506271,5.730282,4.0796547
736209144595699840,160.54694834165338,31.696910194290712,4.942135,2.5693445,6.337565,3.7682204
1678945154579060608,194.97791010551174,66.59720250818766,4.9423065,1.4864836,5.6305614,4.144078
5580491384682907264,98.4560808429107,-36.23158426934598,4.942318,1.5607867,5.674949,4.1141624
2423949288390214784,7.002453608803967,-11.658868863833478,4.9424787,3.8477354,7.3815346,3.5337992
5945941905576552064,266.0361549633902,-51.8349016618794,4.942752,0.8506088,5.293322,4.4427133
1278660249905353216,231.5718138781237,34.33626055304326,4.943442,1.6219854,5.713095,4.0911098
4863608218527472000,55.562119132827284,-31.938300782851996,4.9434643,-0.2042799,4.8727703,5.07705
3089032254145625472,118.03017839926055,3.2769960086887426,4.943894,2.845584,6.547229,3.701645
5426587107149861120,142.67396666274394,-40.46656019086437,4.9442453,0.46286654,3.6855083,3.2226417
6221197975786214784,217.04332705785876,-29.49174749392271,4.944902,-0.089505196,4.911974,5.001479
2749182560143316224,5.149406202406405,8.190314806598314,4.9451966,1.4918394,5.6406226,4.148783
180702438220217344,78.8515091125468,32.68765475178911,4.9458327,0.34724283,5.0656023,4.7183595
2192289403968737280,318.19683965966686,60.097985177078016,4.9458847,3.052904,6.7395105,3.6866066
6136521149359453056,197.84603522608407,-43.36864671556862,4.9470434,1.2157531,5.480937,4.265184
4590758227641991424,271.75611083115626,30.56234690690805,4.947728,0.7627907,5.1950226,4.432232
2411855072801158656,349.7792060351376,-13.459104922440806,4.9478116,0.9529252,5.383304,4.430379
411413822074322432,17.094749861202942,54.91320397755905,4.9480124,0.9222264,5.326608,4.4043818
6902502796794441600,314.22508424112993,-9.69759033292338,4.9481792,1.674273,5.7465425,4.0722694
3816629714434106752,165.18644261114108,6.101340667761895,4.9497433,0.21721125,5.0287757,4.8115644
2162604441146179840,315.60079529434756,44.79095900849761,4.950846,2.7414613,6.4812613,3.7398
298255246433219456,29.432332558988996,27.804110346172397,4.951292,2.2219548,6.1147685,3.8928137
534889699426804224,19.049567800099847,71.74384831639996,4.952493,2.2746286,6.15536,3.8807316
2684391775892287616,321.320602782981,-3.5570598939770375,4.9532986,1.6452308,5.736004,4.090773
1825528467088509952,293.64546152671636,19.77342348886026,4.9533415,-0.09855938,4.9251623,5.0237217
1320255698202371072,240.36049337660566,29.851029766428226,4.954191,-0.055237293,4.9336658,4.988903
441416161501150848,52.01294917356026,49.062754281296215,4.9542418,-0.1159749,4.9081516,5.0241265
4198049920171913600,288.3147280073813,-12.282714893582998,4.954533,1.6511803,5.7564983,4.105318
5902970689077010304,229.6330706199069,-47.87536204840031,4.9547677,-0.15363407,4.1966157,4.35025
553480551264062848,80.6378397862045,79.23187117015195,4.9560766,0.64222145,5.207517,4.5652957
6427311635257037056,300.46902868728637,-66.94427983388988,4.9571443,1.3450727,5.5655365,4.2204638
